config,dataset,model,gamma,seed,epoch,task_acc,concept_acc,urr_task,urr_nontask,leak_acc_task,leak_acc_nontask,ece,brier,map_concepts,auc_tti,nauc_tti,auc_tti_random,nauc_tti_random,interv_error_0,interv_error_full
mpi3d-mcbm-5,mpi3d,MCBM (high g),5.0,43,50,25.0,100.0,-0.0016172977029382807,-0.0002804413900547864,0.0995369628071785,0.09722225368022919,0.002522342372685671,0.8139315843582153,0.9999041088989803,24.884424603174605,-0.00010582010582010883,24.884424603174605,-0.00010582010582010883,75.0,75.14814814814815
mpi3d-mcbm-5,mpi3d,MCBM (high g),5.0,44,50,24.89814814814815,100.0,0.0004330995008849925,-0.002429225605860008,0.07638875395059586,0.062499940395355225,0.0026693325489759445,0.8154560923576355,0.999904100384031,24.853174603174605,-5.456349206348981e-05,24.853174603174605,-5.456349206348981e-05,75.10185185185185,75.17824074074073
mpi3d-shcbm,mpi3d,SCBM,,42,50,23.52777777777778,99.99900817871094,27.39999294468154,7.389925800166086,14.990740455687046,3.75694427639246,0.0058326274156570435,0.819909930229187,0.9999040833541325,23.52777777777777,0.0,23.52777777777777,0.0,76.47222222222223,76.47222222222223
mpi3d-shcbm,mpi3d,SCBM,,43,50,24.599537037037038,99.99933624267578,24.88418854163973,7.876160491187456,13.817129284143448,3.9953703060746193,0.008914879523217678,0.8168994188308716,0.999904100384031,24.60416666666668,3.3068783068809383e-06,24.60416666666668,3.3068783068809383e-06,75.40046296296296,75.39583333333333
mpi3d-shcbm,mpi3d,SCBM,,44,50,24.01851851851852,99.99867248535156,27.138428478440414,8.725183821378934,14.460647851228714,3.5879630595445633,0.0063712624832987785,0.8190006613731384,0.999904100384031,24.018518518518526,0.0,24.018518518518526,0.0,75.98148148148148,75.98148148148148
mpi3d-vanilla,mpi3d,Vanilla,,42,50,99.95833333333333,,27.84124794978756,11.770423800749397,18.124999292194843,4.8912037163972855,0.0005239613819867373,0.0007342506432905793,,,,,,,
mpi3d-vanilla,mpi3d,Vanilla,,43,50,99.96527777777777,,39.34244496930288,13.75415174455199,24.953702837228775,5.8194441720843315,0.00035584979923442006,0.00048259380855597556,,,,,,,
mpi3d-vanilla,mpi3d,Vanilla,,44,50,99.95370370370371,,35.33268933559456,13.767194499206969,21.377315372228622,5.2731480449438095,0.0002931543276645243,0.0007217290112748742,,,,,,,
shapes3d-arhcbm,shapes3d,ARCBM,,42,50,30.05666666666667,100.0,20.662766160743868,36.96439218852628,26.946668326854706,27.94666588306427,0.008498364128172398,0.7442920207977295,0.999696198436949,30.056666666666672,0.0,30.056666666666672,0.0,69.94333333333333,69.94333333333333
shapes3d-arhcbm,shapes3d,ARCBM,,43,50,29.7,100.0,22.883539267630322,40.464038625579256,29.10500057041645,32.36000053584576,0.005434536840766668,0.7445542216300964,0.9996962348620096,29.700000000000003,0.0,29.700000000000003,0.0,70.3,70.3
shapes3d-arhcbm,shapes3d,ARCBM,,44,50,29.10333333333333,100.0,21.24580484961723,27.46908820197923,28.13499979674816,22.38999903202057,0.0034165321849286556,0.7446509003639221,0.9996962679757012,29.103333333333328,0.0,29.103333333333328,0.0,70.89666666666668,70.89666666666668
shapes3d-cbm,shapes3d,CBM,,42,50,100.0,100.0,10.969349884635815,28.039074359862603,16.013332083821297,22.763334959745407,1.1980533599853516e-05,1.31984547735442e-08,0.999696198436949,76.54574074074074,-0.04179444444444445,76.54574074074074,-0.04179444444444445,0.0,75.23
